Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,,PC1,PC2,PC3
YELLOW,SHIAWASE NA OTONA,Yoh kamiyama,pop,178712,0.786,0.719,-4.77,0.0353,0.0144,0.000638,0.686,117.981,,-0.551643727,-1.863275853,0.766251644
Haru wo Tsugeru,Haru wo Tsugeru,yama,pop,196497,0.548,0.871,-5.377,0.123,0.0397,0,0.487,120.009,,0.483508047,-0.496279002,-0.007632604
BBC Buffet,Welcome TO DigBar's World,"DigBar,KolossalKocks",rap,296401,0.803,0.731,-8.266,0.322,0.117,0,0.622,115.031,,-0.455902416,-0.870932291,-0.607600503
4 BIG GUYS,DIGBARGAYRAPS THE ALBUM,DigBar,rap,109644,0.775,0.852,-4.165,0.28,0.119,0,0.375,125.913,,0.727176266,-1.977681229,-2.014853127
3 BIG BALLS,3 BIG BALLS,DigBar,rap,136170,0.954,0.515,-11.43,0.461,0.0677,0,0.715,114.035,,-1.530604838,-2.545350122,-2.715386066
Intrusive Thoughts,Intrusive Thoughts,"Alex Schor,DigBar,Yuno Miles",rap,134545,0.775,0.698,-8.534,0.325,0.6,0,0.392,99.014,,-1.766375681,-1.242627291,-2.621696609
Rockstar,Rockstar,LISA,pop,138213,0.668,0.628,-4.692,0.046,0.129,0,0.568,140.053,,-0.646722906,-1.382536802,-0.342331109
Garden,LOVE ALL SERVE ALL,Fujii Kaze,pop,229333,0.589,0.527,-8.332,0.0572,0.0932,0.000337,0.576,138.023,,-1.364724115,-0.06820277,0.138330749
白日,CEREMONY,King Gnu,pop,276373,0.599,0.891,-3.242,0.116,0.562,0,0.694,93.029,,-0.801690065,-0.626128579,0.564017208
カタオモイ,daydream,Aimer,pop,207360,0.621,0.533,-5.974,0.0342,0.78,0,0.791,96.981,,-3.274433374,-0.81387055,0.112647459
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,pop,168135,0.853,0.822,-6.836,0.246,0.0841,0.00985,0.746,157.013,,0.192136026,-2.324694477,-1.531234331
a.m.3:21,a.m.3:21,yama,pop,208409,0.634,0.736,-5.006,0.109,0.295,0.00011,0.752,110.169,,-0.836032849,-1.206015945,0.073118651
Dernière danse,Mini World,Indila,pop,213493,0.669,0.449,-7.658,0.049,0.184,0,0.327,114.924,,-1.922243382,0.121930997,0.047326514
Jizz In My Pants,Incredibad,The Lonely Island,pop,151346,0.641,0.87,-7.175,0.213,0.000468,1.40E-05,0.199,122.016,,0.617713302,-0.470053548,-1.282075519
Finest Girl (Bin Laden Song),Popstar: Never Stop Never Stopping,The Lonely Island,pop,150586,0.711,0.765,-4.85,0.263,0.297,0,0.47,98.627,,-0.327753545,-1.439831937,-1.417928255
Motherlover,Turtleneck & Chain (Explicit Version),"The Lonely Island,Justin Timberlake",pop,169506,0.762,0.708,-6.297,0.0573,0.0191,0.000374,0.639,131.22,,-0.562777344,-1.625424699,0.11520469
FEVER,BORDER : CARNIVAL,ENHYPEN,pop,172106,0.6,0.713,-5.079,0.0592,0.0642,0,0.471,72.999,,-0.692017532,-0.773056349,0.791500877
Tinnitus (Wanna be a rock),The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,pop,157261,0.9,0.725,-6.213,0.135,0.179,0.00101,0.791,100.015,,-1.102781464,-2.672872111,-0.356096777
Rover,Rover - The 3rd Mini Album,KAI,pop,174506,0.629,0.806,-2.034,0.201,0.0212,0.000487,0.545,186.022,,1.606841188,-1.280306873,-1.377893655
libidO,"Instinct, Pt. 1",OnlyOneOf,pop,194373,0.649,0.861,-3.516,0.0943,0.189,0,0.525,100.032,,-0.001776934,-1.060576899,0.360323019
Bambi,Bambi - The 3rd Mini Album,BAEKHYUN,pop,213053,0.438,0.632,-4.447,0.0417,0.434,0,0.386,61.45,,-1.696707042,0.49084205,0.904215993
Light a Flame,; [Semicolon],SEVENTEEN,pop,189586,0.83,0.458,-7.306,0.0488,0.202,7.07E-06,0.643,114.998,,-2.237041535,-1.426987312,0.065948689
Whiplash,NCT #127 CHERRY BOMB - The 3rd Mini Album,NCT 127,pop,201658,0.815,0.767,-6.119,0.182,0.0318,0,0.76,99.984,,-0.355072899,-2.047529307,-0.032385907
Movie Star,"HELLO Chapter 1: Hello, Stranger",CIX,pop,210506,0.718,0.89,-3.798,0.0553,0.107,0,0.741,111.967,,-0.032556817,-1.67179,0.978455743
Perfume,Perfume - The 1st Mini Album,NCT DOJAEJUNG,pop,167626,0.718,0.735,-1.728,0.0377,0.173,0,0.699,105.977,,-0.408667929,-1.932758208,0.770671837
"Red Lights (Bang Chan, Hyunjin)",NOEASY,Stray Kids,pop,189906,0.707,0.74,-4.311,0.0509,0.179,0,0.336,127.974,,-0.341669197,-0.651052155,0.099354885
dOra maar,unknown art pop 2.1,OnlyOneOf,pop,199826,0.643,0.768,-3.575,0.0561,0.543,0,0.769,84,,-1.577445322,-1.367380761,0.593386573
Skyfall,Skyfall,Adele,pop,286480,0.346,0.552,-6.864,0.0282,0.417,0,0.0789,75.881,,-1.983001956,2.326185865,1.055597114
Alors on danse - Radio Edit,Cheese,Stromae,pop,206066,0.79,0.593,-9.204,0.0776,0.0983,0.00202,0.72,119.958,,-1.677676905,-1.348260422,0.067177042
distraction,distraction,AleXa,pop,174456,0.612,0.696,-5.725,0.185,0.00178,1.55E-05,0.634,175.078,,0.537879863,-1.098369011,-1.331215008
LOVE RECIPE,"WONDO Project : LOVE RECIPE, Vol.1","SOYOU,Junggigo",pop,231386,0.587,0.861,-3.362,0.126,0.409,0,0.685,98.958,,-0.4330564,-0.893296977,0.259077864
Small girl (feat. D.O.),16 Fantasy,"Lee Young Ji,D.O.",rap,189706,0.77,0.597,-4.901,0.223,0.53,0,0.875,170.022,,-1.164757328,-1.964851708,-1.965738624
unlasting,LEO-NiNE,LiSA,pop,296813,0.637,0.447,-5.893,0.0302,0.53,0,0.343,113.256,,-2.563030042,0.786236102,0.558544572
麻痺,the meaning of life,yama,pop,198040,0.309,0.941,-3.558,0.0763,0.0587,0,0.704,100.02,,0.697886395,-0.265604951,0.973002625
Who,MUSE,Jimin,pop,170887,0.66,0.756,-3.743,0.032,0.00289,0,0.838,116.034,,-0.241967299,-1.919866859,1.003753666
Rebirth (Intro),MUSE,Jimin,pop,144624,0.372,0.567,-4.211,0.0361,0.142,0,0.0928,172.024,,0.032546998,0.963782143,-0.931872177
Interlude : Showtime,MUSE,Jimin,pop,78492,0.786,0.836,-5.839,0.0633,0.558,0.444,0.921,92.002,,-1.702156387,-2.747580768,-1.457985614
Smeraldo Garden Marching Band (feat. Loco),MUSE,"Jimin,Loco",pop,182840,0.79,0.915,-2.251,0.146,0.0366,0,0.726,97.47,,0.609337983,-2.373158762,0.36182626
Be Mine,MUSE,Jimin,pop,207347,0.687,0.747,-5.496,0.0883,0.056,1.34E-06,0.56,66.495,,-0.713510525,-1.06218543,0.973001852
DIVE,DIVE,TWICE,pop,181860,0.796,0.702,-3.413,0.0377,0.146,0,0.893,114.992,,-0.839201344,-2.413562641,0.83268452
Open Always Wins,Open Always Wins,TOMORROW X TOGETHER,pop,142344,0.671,0.811,-4.144,0.0856,0.0539,0,0.372,103.775,,0.141723333,-1.174255292,-0.090504348
Perfume (feat. oceanfromtheblue),Perfume (feat. oceanfromtheblue),"Fyeqoodgurl,oceanfromtheblue",pop,255789,0.576,0.564,-6.687,0.0822,0.541,0,0.509,75.974,,-2.438954807,0.217687193,0.361079711
TASTE,dopamine,JUNNY,rap,137960,0.605,0.65,-6.121,0.126,0.132,0,0.679,185.105,,-0.096894683,-1.330471046,-1.629796207
McNasty,McNasty,Jay Park,rap,192378,0.952,0.626,-7.622,0.242,0.0678,1.19E-05,0.746,103.99,,-1.064932805,-2.409026782,-0.775810159
Sunkissed (Feat. MARK of NCT),Sunkissed,"BIG Naughty,MARK",rap,159013,0.749,0.649,-4.231,0.246,0.136,0,0.945,173.959,,0.133121803,-2.537644863,-1.726646715
ひとつの誓い (We’ll Never Change),誓い (CHIKAI),TOMORROW X TOGETHER,pop,177360,0.546,0.7,-5.249,0.146,0.098,0,0.487,163.284,,0.336304861,-0.477603707,-1.109769657
Cheese,1 to 3 - The 3rd Mini Album,"SUHO,WENDY",pop,186400,0.654,0.89,-2.692,0.0662,0.0476,0,0.609,118.98,,0.554583955,-1.413477036,0.624224589
RUSH (ft. BOBBY),dopamine,"JUNNY,BOBBY",rap,194493,0.775,0.589,-4.668,0.114,0.442,0,0.756,140.092,,-1.452185363,-1.680064036,-0.801782937
What′s the matter (Feat. Junggigo),Love & Groove,"h3hyeon,Junggigo",rap,161253,0.482,0.616,-4.693,0.0423,0.173,0,0.733,109.713,,-0.982329947,-0.894094016,0.405337442
Let It Burn,H1-KEY 3rd Mini Album [LOVE or HATE],H1-KEY,pop,181693,0.522,0.812,-2.846,0.0436,0.0963,0,0.946,178.794,,0.552572441,-1.565268464,0.18285105
20,20,"CHANMINA,ASH ISLAND",pop,209288,0.734,0.751,-5.379,0.0552,0.0146,0,0.287,102.016,,-0.295893639,-0.518769297,0.694820372
"On My Scars (feat.Lil Cherry, Dbo)","On My Scars (feat.Lil Cherry, Dbo)","YOUNG POSSE,Lil Cherry,Dbo",pop,198275,0.667,0.713,-4.978,0.0728,0.0317,0,0.352,154.869,,0.201422337,-0.447473604,-0.244603132
"Too Hot (Feat. The Quiett, oygli, Street Baby)",BLEND,"Way Ched,The Quiett,oygli,Street Baby",rap,145380,0.941,0.581,-5.842,0.241,0.0914,1.60E-06,0.761,98.005,,-1.025777817,-2.895514163,-1.081017622
Enemy (feat. GEMINI),Enemy (feat. GEMINI),"Jiselle,GEMINI",rap,167933,0.711,0.649,-4.473,0.0442,0.135,0,0.517,139.984,,-0.579173619,-1.188836432,-0.059457305
Here We Go Again,dopamine,JUNNY,rap,170960,0.783,0.822,-4.522,0.0783,0.17,0,0.93,132.014,,-0.397403527,-2.545237451,0.101342715
coco water,coco water,Whee In,pop,158853,0.621,0.783,-6.31,0.0746,0.515,0,0.657,159.895,,-1.082438743,-1.075677212,-1.13403056
드디어 만났다 (feat. Junggigo),Lonely Hearts,"Paloalto,Junggigo",rap,204893,0.763,0.79,-5.623,0.157,0.571,0,0.808,95.007,,-1.605029551,-1.788235351,-0.449634067
"Bad Idea (Feat. BANG YEDAM, pH-1)",BLEND,"Way Ched,BANG YEDAM,pH-1",rap,137546,0.928,0.542,-4.196,0.0592,0.163,0,0.892,110.039,,-1.587040125,-3.142294802,0.008458607
Complications (ft. SOLE),dopamine,"JUNNY,SOLE",rap,172906,0.695,0.581,-6.197,0.073,0.0673,0,0.779,62.988,,-1.604138541,-1.702873409,0.834892646
Pick you up,This is my life,meenoi,rap,150360,0.734,0.611,-5.092,0.0498,0.267,0.00067,0.925,143.913,,-1.327869402,-2.266312305,-0.289797105
SUPERPOWER,SUPERPOWER,"VALORANT,KISS OF LIFE,Mark Tuan",pop,182987,0.627,0.925,-4.32,0.0932,0.00187,0,0.522,91.064,,0.427409645,-1.118313118,0.655065679
ポラリス,Q.E.D,BLUE ENCOUNT,pop,224213,0.534,0.941,-2.561,0.077,0.00204,0.00615,0.573,95.008,,0.812240692,-0.693718027,1.238037722
逆夢,逆夢,King Gnu,pop,307666,0.204,0.708,-5.425,0.0458,0.442,0,0.278,83.443,,-1.108705696,2.300584047,1.210900905
SPARK-AGAIN,Walpurgis,Aimer,pop,242733,0.444,0.961,-3.835,0.112,0.000715,0.00577,0.667,90.036,,0.782550871,-0.406708691,1.184540377
Oz.,Versus the night,yama,pop,195866,0.355,0.718,-4.625,0.0353,0.0519,3.59E-06,0.44,75.742,,-0.397221965,0.390620513,1.305910822
FLY HIGH!!,檸檬,BURNOUT SYNDROMES,pop,244493,0.475,0.961,-1.434,0.0705,0.0132,0,0.355,94.466,,1.185642138,0.089136423,1.376468449
Catch the Moment,LiTTLE DEViL PARADE,LiSA,pop,282626,0.401,0.978,-1.875,0.147,0.0578,1.87E-06,0.446,190.083,,2.203412101,0.518198034,-0.205518645
Like You Love Me,Citizen of Heaven,Tauren Wells,pop,210697,0.796,0.807,-4.721,0.0438,0.0386,0,0.931,111.004,,-0.513827432,-2.302148658,1.240308026
Say Amen (Saturday Night),Pray for the Wicked,Panic! At The Disco,metal,189186,0.491,0.867,-2.313,0.103,0.167,0,0.602,167.965,,1.027351739,-0.70458783,-0.467477086
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),"Taylor Swift,Ed Sheeran",pop,245426,0.498,0.61,-5.098,0.0363,0.271,0,0.474,79.918,,-1.45722226,0.329687488,1.214622088
My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,metal,186826,0.557,0.924,-4.341,0.064,0.0271,3.32E-06,0.566,151.988,,0.828494177,-0.80199293,0.160339426
Someday,Is This It,The Strokes,metal,183573,0.542,0.531,-7.481,0.0301,0.0033,1.51E-06,0.671,105.97,,-1.444106222,-0.571373351,0.775719241
Look At That Woman,Kansas Anymore,ROLE MODEL,pop,163458,0.664,0.741,-7.78,0.0334,0.423,0.223,0.582,134.99,,-1.529558052,-0.650092608,-0.660537953
Tongue Tied,Never Trust a Happy Song,GROUPLOVE,pop,218013,0.56,0.936,-5.835,0.0439,0.00847,0,0.371,112.96,,0.322230075,-0.053697289,0.962192563
back from the dead (with mxmtoon),back from the dead,"Lyn Lapid,mxmtoon",pop,158060,0.708,0.617,-8.743,0.0395,0.58,0.0961,0.496,122.017,,-2.595607521,-0.620673677,-0.888185367
Calling After Me,Model,Wallows,pop,187692,0.636,0.797,-4.644,0.0296,0.00598,4.26E-06,0.965,139.963,,-0.135059575,-1.912609613,0.949005138
Apple,BRAT,Charli xcx,pop,151739,0.804,0.957,-5.452,0.034,0.125,0.0174,0.962,126.035,,-0.393542606,-2.822465432,0.597416547
Hurt (with Jelly Roll),Hurt (with Jelly Roll),"OneRepublic,Jelly Roll",pop,156813,0.651,0.62,-5.602,0.0283,0.0998,0,0.301,90.17,,-1.126143901,-0.511363093,0.518995146
Fast Car,Gettin' Old,Luke Combs,country,265493,0.712,0.603,-5.52,0.0262,0.186,0,0.67,97.994,,-1.588261136,-0.743224474,1.476912611
lil' freak,lil' freak,bbno$,rap,168023,0.837,0.811,-4.676,0.0865,0.0332,7.67E-06,0.846,110.008,,-0.29129677,-2.64413689,0.394697454
Old Dirt Roads,Bruce County (From The Beginning),Owen Riegling,country,227891,0.509,0.793,-3.229,0.0376,0.25,0,0.77,165.964,,0.038109678,-0.669260248,0.429164191
Midnight Ride,Midnight Ride,"Orville Peck,Kylie Minogue,Diplo",country,211525,0.627,0.821,-4.9,0.0425,0.012,1.41E-05,0.582,118.014,,0.000801904,-0.839639313,0.971453954
Rising Hope,Launcher,LiSA,pop,251213,0.547,0.978,-2.732,0.254,0.0626,0,0.647,94.703,,1.20145017,-0.845274095,0.281607737
だってアタシのヒーロー。,だってアタシのヒーロー。,LiSA,pop,234093,0.394,0.99,-0.589,0.188,0.0365,0,0.269,188.954,,2.716342211,0.496488553,-0.828620807
BOY,THE GREATEST UNKNOWN,King Gnu,pop,234733,0.627,0.806,-6.377,0.0496,0.0954,0,0.571,110.006,,-0.515203983,-0.51810863,0.958605355
朝が来る,朝が来る,Aimer,pop,294933,0.335,0.92,-4.086,0.0986,0.00118,0,0.246,83.117,,0.891780724,1.36864968,1.422255636
センチメートル,The GARDEN,the peggies,pop,227013,0.564,0.922,-2.303,0.0368,0.00198,5.03E-06,0.828,139.962,,0.819373024,-1.287852806,1.303689374
Grand Escape (feat. Toko Miura),Weathering With You -Complete Version-,"RADWIMPS,Toko Miura",pop,339160,0.566,0.534,-7.414,0.0356,0.243,8.28E-05,0.4,146.033,,-1.453710468,1.15674153,0.782603859
足跡,The GARDEN,the peggies,pop,227640,0.387,0.799,-2.189,0.0369,0.000923,1.07E-05,0.784,163.936,,0.932237117,-0.425195083,0.901812604
スターマーカー,スターマーカー,KANA-BOON,pop,213433,0.498,0.846,-3.196,0.0419,0.019,0,0.764,133.955,,0.505079623,-0.890376485,1.042668689
恋愛サーキュレーション,Utamonogatari Special Edition (Original Soundtrack),物語シリーズ,pop,255040,0.814,0.785,-5.679,0.0396,0.0524,0.00111,0.941,120.009,,-0.732296683,-1.969604873,1.432658235
This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,pop,206200,0.712,0.862,-4.612,0.0378,0.0525,0,0.809,95.051,,-0.394144099,-1.787501023,1.438387525
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,pop,191466,0.691,0.823,-4.197,0.0622,0.489,0,0.87,123.943,,-1.122327887,-1.802246817,0.084572389
oath sign,LOVERSMiLE,LiSA,pop,250800,0.528,0.935,-1.114,0.0678,0.0705,0,0.55,152.06,,1.363095326,-0.424433867,0.749060147
往け,往け,LiSA,pop,228266,0.56,0.952,-2.579,0.162,0.135,0,0.689,89.872,,0.661821687,-1.074010093,0.609321715
告白バンジージャンプ,告白バンジージャンプ,halca,pop,251866,0.539,0.862,-2.25,0.045,0.0135,6.38E-06,0.682,92.623,,0.382065371,-0.724651899,1.850170886
Black Rover,wizard,VK Blanka,pop,209573,0.593,0.934,-4.967,0.044,0.00128,1.21E-05,0.537,102.065,,0.248938204,-0.711531557,1.212373338
Merry-Go-Round,Merry-Go-Round,MAN WITH A MISSION,pop,243810,0.591,0.914,-5.617,0.0737,0.00267,0,0.451,119.971,,0.446035109,-0.204040371,0.812481811
Dark Crow,Dark Crow,MAN WITH A MISSION,pop,278186,0.537,0.944,-4.406,0.0988,0.00634,0,0.36,148.019,,1.185978344,0.35197695,0.496497542
アメヲマツ、,アメヲマツ、,美波,pop,294161,0.561,0.872,-5.811,0.0418,0.214,0,0.26,149.936,,0.050560575,0.884422314,0.648368095
Relaxin',Relaxin',New Morning,lofi,123750,0.648,0.291,-13.95,0.0877,0.976,0.86,0.396,79.974,,-5.158677615,1.058583682,-3.463582401
Matter Over Mind,Matter Over Mind,Zap Strap,lofi,138434,0.753,0.278,-14.872,0.0745,0.866,0.899,0.369,77.002,,-5.246895485,0.963116096,-3.155345617
Foil,Foil,Robot Age,lofi,122352,0.673,0.326,-15.801,0.0479,0.908,0.917,0.577,136.076,,-4.951668843,0.800251811,-3.738411276
Swirl it please,Swirl it please,RainDear,lofi,118356,0.7,0.263,-14.923,0.0454,0.712,0.832,0.346,72.839,,-5.092329153,0.933701416,-2.721468722
Believe,Believe,Pat Laine,lofi,144000,0.661,0.346,-12.758,0.037,0.79,0.903,0.439,129.996,,-4.101657151,1.075843069,-3.031279108
Balancing,Balancing,Rooftop Shenanigans,lofi,134509,0.908,0.377,-12.145,0.0924,0.567,0.92,0.715,89.98,,-3.85263584,-0.829640527,-2.648055074
Gameboy,Gameboy,Cmd q,lofi,108000,0.649,0.517,-9.849,0.147,0.909,0.916,0.751,80.027,,-3.467182318,-0.426887266,-3.357419448
April,April,Young Akino,lofi,120000,0.57,0.508,-9.92,0.153,0.792,0.958,0.208,45.719,,-3.078184314,1.228446135,-3.116595524
moonshake,moonshake,Kaptain Kola,lofi,130729,0.537,0.434,-8.532,0.14,0.901,0.897,0.337,157.288,,-2.485008399,1.245151464,-4.344186713
Sea Breeze,Green room,Shimon Hoshino,lofi,156528,0.638,0.412,-7.264,0.0682,0.881,0.856,0.338,91.997,,-3.273318287,0.934115566,-2.530663248
Carlton u better dance,Carlton u better dance,Wezley Wiz,lofi,166285,0.734,0.229,-10.375,0.106,0.788,0.849,0.421,140.113,,-3.847407281,0.840414315,-3.576696958
under the snow,under the snow,herbstreit,lofi,150000,0.514,0.249,-15.415,0.0386,0.981,0.89,0.0372,131.914,,-4.977599405,2.9548617,-3.79610427
Lone Moment,Lone Moment,Sofi Tones,lofi,136057,0.701,0.29,-9.184,0.327,0.784,0.865,0.226,156.188,,-2.517069358,0.921355738,-5.369150246
Sunday Stroller,Sunday Stroller,Jon Beauté,lofi,140751,0.664,0.418,-8.891,0.0465,0.961,0.928,0.269,133.375,,-3.404326645,1.17477935,-3.347348078
Drive,Drive,Sleepy Elk,lofi,128918,0.769,0.385,-11.818,0.0433,0.262,0.776,0.861,73.986,,-3.421586579,-0.98749163,-1.217413471
Pineapple Buddies,Pineapple Buddies,Breakfast For Brunch,lofi,118500,0.773,0.153,-16.781,0.109,0.817,0.761,0.647,80.14,,-6.081122346,0.095717047,-3.474414352
Hangout,Hangout,Vice Bertha,lofi,131000,0.893,0.477,-7.623,0.0644,0.67,0.5,0.534,119.968,,-2.958556678,-1.1633581,-2.165649299
stress,stress,Syzygy X,lofi,178285,0.663,0.405,-9.504,0.0355,0.503,0.874,0.696,139.985,,-2.726007672,0.344752386,-1.951513015
Pillowy,Pillowy,Cassette Treasures,lofi,129868,0.746,0.249,-16.632,0.0539,0.882,0.925,0.261,120.043,,-5.32454406,1.441065419,-3.867425312
hjortron,hjortron,bomull,lofi,129996,0.715,0.319,-11.433,0.451,0.73,0.532,0.404,91.77,,-3.310824646,-0.013059876,-4.510353429
Green Cascade,Green Cascade,Jobii,lofi,155455,0.684,0.56,-7.109,0.0552,0.382,0.882,0.277,79.056,,-1.703462981,0.621657394,-1.482169978
hop skip and a jump,hop skip and a jump,drewbee,lofi,151058,0.755,0.274,-10.57,0.266,0.748,0.901,0.235,170.046,,-2.772007403,1.030524566,-5.2107242
Crispy Sage,Crispy Sage,Dylan Sitts,lofi,136458,0.766,0.391,-10.589,0.0781,0.193,0.879,0.449,78.971,,-2.502106,0.029068264,-1.856738997
Sunny,Sunny,shapes,lofi,118398,0.659,0.289,-17.629,0.0351,0.806,0.904,0.34,159.968,,-4.867789689,1.538787644,-4.088117325
Sunset Reflections,Sunset Reflections,slån,lofi,120750,0.552,0.244,-9.618,0.0517,0.382,0.874,0.246,80.048,,-3.136146699,1.293971746,-2.245521236
eggplants & oregano,eggplants & oregano,buggy beats,lofi,97569,0.781,0.354,-8.968,0.0953,0.722,0.946,0.763,159.949,,-3.032327886,-0.873252543,-4.048106393
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,pop,211066,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.907,92.96,,-1.582836205,-1.910901766,1.274070399
Baby,My World 2.0,"Justin Bieber,Ludacris",country,214240,0.728,0.859,-5.237,0.137,0.0401,0,0.535,65.043,,-0.185621446,-1.23885099,0.770575044
REALiZE,REALiZE,LiSA,pop,190481,0.483,0.97,-2.334,0.356,0.0013,0,0.374,149.842,,2.32670865,-0.422931534,-1.497619896
FightSong,FightSong,Eve,pop,208964,0.507,0.966,-4.046,0.0952,0.000382,1.26E-06,0.752,125.913,,0.894411491,-1.009193115,0.635378588
Dream lantern,Your Name.,RADWIMPS,pop,131666,0.206,0.871,-5.751,0.419,0.0316,6.55E-05,0.125,175.6,,2.1931119,1.021654167,-3.091758378
白銀,白銀,LiSA,pop,264666,0.485,0.888,-3.326,0.0489,0.00277,1.16E-06,0.282,142.983,,1.064930104,0.634033262,0.916872766
シルシ,Launcher,LiSA,pop,288253,0.552,0.766,-4.117,0.0536,0.46,0,0.472,145.991,,-0.646958495,0.387179768,0.350063599
XO (Only If You Say Yes),ROMANCE : UNTOLD,ENHYPEN,pop,188332,0.662,0.761,-6.885,0.0532,0.112,0,0.471,96.95,,-0.85064157,-0.70876666,0.546651481
Call Me,Perfect Timing,"NAV,Metro Boomin",rap,215066,0.678,0.395,-8.639,0.12,0.411,0.00544,0.136,170.065,,-1.938723235,0.76560486,-1.883702726
Walk,WALK - The 6th Album,NCT 127,pop,191826,0.725,0.846,-4.383,0.258,0.021,0,0.884,97.948,,0.375701713,-2.309291788,-0.228613354
MOUNTAINS,ATE,Stray Kids,pop,187545,0.512,0.943,-2.961,0.254,0.0121,0,0.551,180.025,,2.040578168,-0.809471246,-1.384730812
SOMETHING AIN'T RIGHT,AWE,XG,pop,190666,0.768,0.884,-3.826,0.0451,0.107,2.75E-06,0.747,123.99,,-0.058491787,-1.986464548,0.762621921
Stray Kids,ATE,Stray Kids,pop,189050,0.655,0.693,-4.923,0.0464,0.0173,0,0.372,159.964,,0.103469705,-0.480640139,-0.087095276
Igloo,Lose Yourself,KISS OF LIFE,pop,131786,0.916,0.609,-4.457,0.217,0.168,0,0.873,139.912,,-0.617941089,-3.20947557,-1.56027858
Debut,Debut,KATSEYE,pop,123281,0.866,0.604,-4.286,0.0763,0.00999,0,0.714,121.99,,-0.678612922,-2.719701495,-0.326784196
Midnight Fiction,SUPER REAL ME,ILLIT,pop,168104,0.687,0.837,-5.722,0.0344,0.241,0,0.824,129.942,,-0.806259119,-1.807904716,0.367610283
Black Swan,MAP OF THE SOUL : 7,BTS,pop,198260,0.719,0.757,-5.167,0.0849,0.137,0,0.489,147.024,,-0.113680607,-0.961602509,-0.279465901
Right Now,Supernatural,NewJeans,pop,160413,0.67,0.802,-6.555,0.0468,0.123,0.00478,0.551,171.977,,-0.127696294,-1.076144718,-0.531784877
Alibi (with Pabllo Vittar & Yseult),Alibi (with Pabllo Vittar & Yseult),"Sevdaliza,Pabllo Vittar,Yseult",pop,161655,0.741,0.754,-5.412,0.0327,0.00526,8.21E-06,0.717,126.98,,-0.446456909,-1.871059607,0.565765091
Perfect Night,Perfect Night,LE SSERAFIM,pop,159080,0.697,0.82,-4.502,0.0308,0.1,0,0.502,136.054,,-0.093451143,-1.28013198,0.262242281
JJAM,ATE,Stray Kids,pop,185527,0.751,0.917,-2.009,0.218,0.0308,0,0.541,170.06,,1.667206208,-1.732261885,-1.116728478
Silver Spoon,The Most Beautiful Moment in Life Pt.2,BTS,pop,233160,0.65,0.879,-2.886,0.073,0.00104,0,0.536,166.895,,1.117926039,-0.81134827,0.300685405
