Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,211066,83,pop,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,26.223134839151268
boyfriend (with Social House),boyfriend,"Ariana Grande,Social House",186106,78,pop,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,4,5.670088980150582
Love Me Harder,My Everything (Deluxe),"Ariana Grande,The Weeknd",236133,81,pop,0.486,0.712,1,-4.388,0,0.0328,0.00936,0,0.0764,0.244,99.128,4,10.614647501711156
Moonlight,Dangerous Woman,Ariana Grande,202360,62,pop,0.633,0.412,9,-7.339,1,0.0284,0.42,3.57e-06,0.048,0.214,102.215,3,8.870636550308008
Almost Is Never Enough,Yours Truly,"Ariana Grande,Nathan Sykes",327773,67,pop,0.324,0.327,2,-7.494,1,0.0409,0.825,0,0.101,0.334,81.328,4,12.251882272416154
Stuck with U (with Justin Bieber),Stuck with U,"Ariana Grande,Justin Bieber",228482,79,pop,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,4.903490759753593
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"Meghan Trainor,John Legend",225053,80,pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3,10.231348391512663
Firework,Teenage Dream,Katy Perry,227893,72,pop,0.638,0.831,8,-5.039,1,0.049,0.142,0,0.113,0.649,124.071,4,15.252566735112936
Castle on the Hill,÷ (Deluxe),Ed Sheeran,261153,79,pop,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,8.084873374401095
Womanizer,Circus (Deluxe Version),Britney Spears,224400,80,pop,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,4,16.334017796030118
Ta Ta Ta (with Jason Derulo),Ta Ta Ta (with Jason Derulo),"Bayanni,Jason Derulo",159500,61,pop,0.744,0.627,5,-9.216,0,0.118,0.0496,0.000701,0.1,0.56,104.12,4,1.9712525667351128
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,230733,77,pop,0.652,0.81,3,-3.789,0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,4,15.252566735112936
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),"Taylor Swift,Hayley Williams",306062,66,pop,0.578,0.565,7,-8.064,1,0.0441,0.342,0,0.0662,0.351,147.781,4,1.7412731006160165
Rendezvous,Rendezvous,Kanaria,132295,59,pop,0.55,0.526,6,-6.717,0,0.0842,0.0663,0,0.0825,0.962,114.461,4,2.379192334017796
Play That Song,a girl a bottle a boat,Train,243253,62,pop,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,4,8.180698151950718
Livin' la Vida Loca,Ricky Martin,Ricky Martin,243160,75,pop,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,4,26.253251197809718
Speed Drive,Barbie The Album,Charli xcx,117809,63,pop,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,4,1.702943189596167
Man I Am,Barbie The Album,Sam Smith,187764,49,pop,0.758,0.771,9,-6.738,0,0.0627,0.00262,6.49e-05,0.0257,0.525,121.994,4,1.702943189596167
"thank u, next","thank u, next",Ariana Grande,207320,80,pop,0.72,0.654,1,-5.634,1,0.0647,0.227,0,0.101,0.411,106.976,4,6.149212868
Misery,Hands All Over,Maroon 5,216200,54,pop,0.703,0.811,4,-4.872,0,0.0423,0.000307,0,0.199,0.711,102.979,4,15.252566735112936
Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,197986,75,pop,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,22.253251197809718
California Gurls,Teenage Dream,"Katy Perry,Snoop Dogg",234653,75,pop,0.789,0.753,0,-3.71,1,0.0537,0.0038,0,0.18,0.403,125.007,4,15.252566735112936
This City is a Graveyard,This City is a Graveyard,Baby Storme,187377,48,pop,0.743,0.616,10,-7.577,0,0.0343,0.121,0.00269,0.0927,0.65,121.968,4,1.782340862422998
la di die (feat. Jaden Hossler),la di die (feat. Jaden Hossler),"Nessa Barrett,jxdn",195191,66,pop,0.484,0.643,1,-4.72,1,0.0416,0.0036,0,0.243,0.345,163.97,4,4.117727583846681
506,SI AYER FUERA HOY,"Morat,Juanes",180552,69,pop,0.543,0.876,0,-4.889,1,0.0494,0.00811,0,0.338,0.637,142.995,4,2.412046543463381
Amor Con Hielo,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más (Edición Especial),Morat,203690,66,pop,0.644,0.804,7,-5.278,1,0.0409,0.121,0,0.11,0.585,135.948,4,7.778234086
Debí Suponerlo,SI AYER FUERA HOY,Morat,144631,73,pop,0.667,0.571,0,-6.675,1,0.0245,0.434,0,0.188,0.651,95.022,3,2.412046543463381
HOME,MAP OF THE soul,BTS,234177,67,pop,0.633,0.799,7,-4.625,0,0.0427,0.0144,0,0.194,0.534,142.991,4,5.976728268309377
Crying Over You ◐ (feat. RM & BEKA),Love Me / Love Me Not (Sessions),"HONNE,RM,BEKA",244859,49,pop,0.536,0.652,1,-7.452,0,0.102,0.0835,0,0.384,0.421,82.238,4,7.252566735112937
Hold Me Closer,Hold Me Closer,"Elton John,Britney Spears",202245,73,pop,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4,2.6036960985626285
Rainy Days,Layover,V,179560,69,pop,0.633,0.454,9,-8.016,0,0.0875,0.739,0,0.148,0.282,74.828,4,1.6454483230663928
Love Me Again,Layover,V,182293,75,pop,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4,1.6454483230663928
Take Two,Take Two,BTS,229953,69,pop,0.617,0.589,7,-5.978,1,0.0345,0.0268,0,0.378,0.566,92.991,4,1.8179329226557153
musicals,musicals,"Jung Kook,BTS,FIFA Sound",201391,55,pop,0.712,0.876,0,-4.391,1,0.0413,0.152,0.00117,0.472,0.354,115.081,4,2.316221765913758
My Time,MAP OF THE soul,BTS,234457,64,pop,0.674,0.641,0,-5.139,0,0.0339,0.149,0,0.0925,0.664,99.91,4,5.114305270362765
Respect,MAP OF THE soul,BTS,237540,54,pop,0.661,0.838,0,-4.806,1,0.116,0.00491,0,0.287,0.526,91.463,4,5.114305270362765
Sara Sara,Sara Sara,SEVENTEEN,177773,45,pop,0.654,0.808,7,-3.692,0,0.104,0.19,0,0.0915,0.806,159.922,4,1.6344969199178645
MIC Drop,Love Yourself 承 'Her',BTS,238193,65,pop,0.667,0.889,6,-4.851,1,0.0917,0.00912,0,0.0816,0.541,169.961,4,7.540041067761807
So What,Love Yourself 轉 'Tear',BTS,281520,65,pop,0.657,0.883,9,-4.294,0,0.0733,0.0238,0,0.0481,0.461,129.943,4,6.877481177275839
Your Song (My One and Only You),Breakthrough,Julie Anne San Jose,223546,53,pop,0.507,0.367,6,-7.213,1,0.0285,0.726,0,0.0765,0.362,84.027,4,6.685831622176591
I'll Be There,Julie Anne San Jose (Deluxe Edition),Julie Anne San Jose,212853,53,pop,0.408,0.459,2,-6.728,0,0.0376,0.459,0,0.0699,0.191,136.447,4,119.74811772758385
Pag-ibig Na Kaya,Pag-ibig Na Kaya,"Julie Anne San Jose,Rayver Cruz",261428,39,pop,0.547,0.503,0,-5.861,1,0.036,0.442,0,0.109,0.418,83.857,4,2.2012320328542097
Bitaw,What You Want,Rayver Cruz,212375,3,pop,0.653,0.903,0,-4.228,1,0.0419,0.00295,0,0.0572,0.567,128.019,4,8.813141683778234
Kasayaw,What You Want,Rayver Cruz,181106,1,pop,0.891,0.71,11,-6.356,1,0.0766,0.296,0,0.0692,0.676,104.008,4,8.813141683778234
Let Me Be the One,Julie Anne San Jose (Deluxe Edition),Julie Anne San Jose,280400,48,pop,0.574,0.4,10,-8.67,1,0.0393,0.681,0,0.107,0.177,123.859,4,119.74811772758385
Conga,musicals,"Zsa Zsa Padilla,Celeste Legaspi,Rayver Cruz,Cara Manglapus",101725,1,pop,0.564,0.281,5,-11.95,0,0.104,0.819,0.00042,0.185,0.534,102.902,4,7.299110198494182
SHOCK!,SHOCK!,Ayase,180277,50,pop,0.632,0.942,8,-4.467,1,0.0386,0.0343,0,0.325,0.826,133.039,4,2.239561943874059
space girl,space girl,Frances Forever,231440,64,pop,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,4,5.018480492813142
Snow Flower (feat. Peakboy),Snow Flower (feat. Peakboy),"V,Peakboy",229013,64,pop,0.767,0.435,11,-5.732,1,0.0388,0.377,4.14e-05,0.116,0.355,97.529,3,4.271047227926078
Winter Ahead (with PARK HYO SHIN),Winter Ahead (with PARK HYO SHIN),"V,Park Hyo Shin",234895,83,pop,0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3,0.34223134839151265
Scenery,Scenery,V,294252,63,pop,0.367,0.263,3,-11.413,1,0.0309,0.658,3.8e-05,0.269,0.247,130.674,3,6.1738535249828885
christmas,musicals,V,209946,71,pop,0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,4,3.274469541409993
Sweet Night,musicals,V,214258,70,pop,0.459,0.339,3,-7.961,1,0.0251,0.491,6.05e-06,0.0892,0.146,92.097,4,5.0568104038329915
It′s Definitely You,"HWARANG, Pt. 2 (Music from the Original TV Series)","V,Jin",230693,67,pop,0.738,0.731,10,-3.193,0,0.0689,0.239,0,0.087,0.762,95.003,4,8.284736481861739
Slow Dancing (Piano Ver.),Layover,V,188093,63,pop,0.609,0.614,8,-8.154,1,0.0699,0.366,0.00108,0.108,0.564,156.019,4,1.568788501026694
For Us,Layover,V,171160,67,pop,0.556,0.339,1,-11.128,0,0.033,0.798,0.0118,0.172,0.215,84.968,4,1.568788501026694
Slow Dancing,Layover,V,187026,76,pop,0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,4,1.568788501026694
Yes No Okay,BOTTOMS (Original Motion Picture Score),Charli xcx,184961,26,pop,0.49,0.843,9,-7.887,1,0.0433,0.00175,0.643,0.137,0.744,174.138,4,1.6071184120465434
I'm Gonna Love You,공감 (Empathy) - The 1st Mini Album,"D.O.,Wonstein",151733,63,pop,0.519,0.445,0,-5.452,0,0.206,0.434,0,0.258,0.505,200.021,4,3.6878850102669403
Cream Soda,EXIST – The 7th Album,EXO,185320,58,pop,0.623,0.838,4,-2.454,0,0.15,0.0849,0,0.186,0.684,155.617,4,1.733059548
Boy With Luv (feat. Halsey),MAP OF THE soul,"BTS,Halsey",229773,76,pop,0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,4,5.976728268309377
PS5,(MORE) Unsponsored Content,"salem ilese,TOMORROW X TOGETHER,Alan Walker",152214,65,pop,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,4,2.488706366
Y.O.Universe,SeVit (NEW LIGHT),VCHA,154852,48,pop,0.783,0.605,8,-5.478,1,0.0975,0.0491,0,0.0634,0.602,128.03,4,1.5304585900068446
The Planet,The Planet,BTS,178156,63,pop,0.665,0.848,0,-3.619,1,0.0708,0.000482,0,0.2,0.687,119.986,4,1.894592744695414
Love Shot,LOVE SHOT– The 5th Album Repackage,EXO,200306,69,pop,0.689,0.678,5,-4.287,0,0.119,0.0702,0,0.0889,0.335,145.883,4,6.305270363
Idolize,Fanfare,Dorian Electra,145414,39,pop,0.614,0.751,6,-5.503,0,0.0454,0.0306,0.000303,0.0571,0.515,134.911,4,1.4921286789869952
Lipstick,Lipstick,Charlie Puth,208421,52,pop,0.783,0.451,5,-9.195,1,0.0607,0.36,2.11e-06,0.0975,0.622,92.483,4,1.626283367556468
The Weekend,The Weekend,"88rising,BIBI",167661,63,pop,0.783,0.523,1,-5.7,1,0.0321,0.0627,4.86e-06,0.0963,0.828,101.488,4,3.468856947296372
TOO MUCH,TOO MUCH,"The Kid LAROI,Jung Kook,Central Cee",203894,64,pop,0.753,0.719,10,-5.607,0,0.199,0.264,0,0.154,0.474,94.977,4,1.4565366187542779
Yes or No,GOLDEN,Jung Kook,147557,75,pop,0.671,0.839,1,-2.645,1,0.0866,0.179,0,0.0748,0.882,83.845,4,1.4154688569472964
Please Don't Change (feat. DJ Snake),GOLDEN,"Jung Kook,DJ Snake",146684,72,pop,0.797,0.743,11,-6.005,1,0.174,0.164,1.2e-06,0.164,0.768,114.878,4,1.4154688569472964
Fake Friends,Fake Friends,Joel Adams,174774,39,pop,0.628,0.594,0,-4.44,1,0.194,0.00418,0,0.285,0.648,172.022,4,6.494182067077344
Houdini,Radical Optimism,Dua Lipa,185917,84,pop,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4,0.917180014
Falling for U,Falling for U,"Peachy!,mxmtoon",124000,68,pop,0.719,0.36,6,-12.034,1,0.398,0.748,2.18e-06,0.0812,0.409,80.184,4,7.6358658453114305
80's makeout session,80's makeout session,dacelynn,102468,50,pop,0.758,0.397,0,-11.169,1,0.0745,0.634,0,0.272,0.289,96,4,5.694729637
Picture,Picture,"dee holt,Chris James",156279,45,pop,0.838,0.617,1,-8.173,1,0.0504,0.0961,0,0.0824,0.937,129.042,4,3.025325119780972
Like a Fool,Like a Fool,"NIve,Sam Kim",214426,52,pop,0.492,0.491,9,-8.661,1,0.293,0.564,0,0.0927,0.492,177.034,3,5.002053388090349
Galaxy,Full Album RED PLANET,BOL4,213853,59,pop,0.483,0.814,0,-2.407,1,0.143,0.683,0,0.0918,0.696,82.814,4,8.594113620807667
Luv Luv Luv,musicals,"JO YURI,SUNG HAN BIN",202173,53,pop,0.436,0.533,5,-6.295,1,0.0535,0.374,0,0.32,0.463,140.802,3,1.596167008898015
Daydream (feat. LeeHi),WATERFALL,"B.I,LeeHi",194111,48,pop,0.754,0.725,9,-5.342,1,0.0575,0.49,0,0.211,0.408,86.018,4,3.838466803559206
Palette (feat. G-DRAGON),Palette,"IU,G-DRAGON",217412,63,pop,0.804,0.68,0,-3.81,1,0.2,0.458,0,0.102,0.62,102.013,4,7.950718685831622
It's You (Feat. ZICO),Sun And Moon,"Sam Kim,ZICO",257631,50,pop,0.738,0.498,4,-6.373,1,0.155,0.237,0,0.164,0.809,95.042,4,6.362765229295003
Why?,Why?,PLAVE,147373,58,pop,0.843,0.567,0,-5.569,1,0.0342,0.49,0.00106,0.123,0.669,100.03,4,1.8590006844626967
WINE (Feat.Changmo) (Prod. SUGA),WINE,"SURAN,CHANGMO",232194,53,pop,0.62,0.644,4,-2.713,0,0.0447,0.314,0,0.105,0.502,145.87,4,7.9342915811088295
Lonely christmas,Lonely christmas,MONSTA X,217866,25,pop,0.423,0.743,8,-4.981,1,0.261,0.0457,0,0.0808,0.443,88.931,4,7.2908966461327855
Closer to You (feat. Major Lazer),GOLDEN,"Jung Kook,Major Lazer",170995,71,pop,0.781,0.655,2,-7.073,0,0.0457,0.114,0.00249,0.103,0.493,113.031,4,1.4154688569472964
Soñar (Breaker),Fe3O4: BREAK,NMIXX,173053,60,pop,0.86,0.762,7,-3.839,1,0.123,0.201,0,0.082,0.787,125.074,4,1.215605749486653
Bad example,2019 - 2021,takayan,104269,50,pop,0.771,0.661,6,-6.23,0,0.0497,0.421,0,0.256,0.812,120.006,4,3.7371663244353184
Have a nice day,pop,imase,175600,57,pop,0.851,0.567,5,-5.54,1,0.0426,0.36,1.32e-06,0.124,0.578,94.013,4,2.3983572895277208
Bloody Mary,Born This Way (Special Edition),Lady Gaga,244760,69,pop,0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,4,14.25325119780972
Closer Than This,MUSE,Jimin,223301,69,pop,0.716,0.531,0,-6.051,1,0.0367,0.391,0,0.0691,0.431,87.984,4,0.7063655030800822
NEVER AGAIN,NEVER AGAIN,MICHELLE,145720,44,pop,0.817,0.42,11,-8.82,1,0.0329,0.803,0.166,0.108,0.443,95.958,4,1.2265571526351813
Glue Song,Glue Song,beabadoobee,135066,83,pop,0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,3,2.132785763175907
"yes, and?",eternal sunshine,Ariana Grande,214994,77,pop,0.787,0.775,1,-6.614,1,0.0548,0.19,6.54e-05,0.113,0.787,118.998,4,1.0704996577686516
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),"The Weeknd,JENNIE,Lily-Rose Depp",244684,91,pop,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4,1.7796030116358659
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),"Rema,Selena Gomez",239317,80,pop,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,2.6064339493497606
Super Shy,NewJeans 'Super Shy',NewJeans,154666,78,pop,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,4,1.7412731006160165
Guns for Hire (from the series Arcane League of Legends),Guns for Hire (from the series Arcane League of Legends),"Woodkid,Arcane,League of Legends",226460,67,pop,0.254,0.298,3,-7.59,0,0.0296,0.288,0,0.117,0.106,139.713,4,3.3867214236824092
Maps,V,Maroon 5,189960,84,pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4,10.584531143052704
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),"Sam Smith,Kim Petras",156943,77,pop,0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4,2.529774127310062
wherever u r (ft. V of BTS),wherever u r (ft. V of BTS),"UMI,V",153034,65,pop,0.642,0.434,8,-9.178,1,0.0558,0.78,3.01e-06,0.109,0.484,104.846,3,1.2594113620807665
365 FRESH,199X,Triple H,219809,44,pop,0.823,0.837,1,-4.533,1,0.0582,0.19,0,0.28,0.842,107.989,4,7.923340177960301
blind,our little angel - EP,ROLE MODEL,153293,63,pop,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,4,4.4490075290896645
prom dress,the masquerade,mxmtoon,197933,67,pop,0.56,0.674,10,-6.048,1,0.0446,0.697,0,0.123,0.421,119.943,4,5.544147843942505
Miss Korea,MONOCHROME,Lee Hyori,235624,54,pop,0.735,0.593,7,-5.375,0,0.0364,0.558,0,0.0642,0.697,127.045,4,11.868583162217659
Obsessed,Obsessed,Ayumu Imazu,196500,60,pop,0.776,0.515,10,-8.425,1,0.309,0.523,7.35e-06,0.0949,0.923,90.021,4,1.1909650924024642
Don't Start Now,Future Nostalgia,Dua Lipa,183290,82,pop,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4,5.018480492813142
New Rules,Dua Lipa (Deluxe),Dua Lipa,209320,79,pop,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,7.835728952772074
IDGAF,Dua Lipa (Deluxe),Dua Lipa,217946,77,pop,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,4,7.835728952772074
Break My Heart,Future Nostalgia,Dua Lipa,221820,76,pop,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,5.018480492813142
Future Nostalgia,Future Nostalgia,Dua Lipa,184881,57,pop,0.875,0.813,7,-4.502,1,0.0579,0.00618,0,0.321,0.859,114.993,4,5.018480492813142
Somebody,GOLDEN,Jung Kook,168599,71,pop,0.65,0.679,1,-5.557,0,0.0477,0.286,0,0.136,0.256,106.059,4,1.4154688569472964
Hate You,GOLDEN,Jung Kook,154236,72,pop,0.419,0.274,2,-9.321,1,0.0314,0.862,0,0.092,0.25,79.595,4,1.4154688569472964
rock,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,180360,69,pop,0.621,0.816,11,-5.242,1,0.104,0.0966,0,0.134,0.694,163.966,4,3.4469541409993156
Shot Glass of Tears,GOLDEN,Jung Kook,167246,70,pop,0.507,0.394,6,-7.188,0,0.035,0.508,0,0.0825,0.164,77.955,4,1.4154688569472964
If You Leave Me Now (feat. Boyz II Men),Voicenotes,"Charlie Puth,Boyz II Men",243160,49,pop,0.362,0.268,6,-7.757,0,0.0399,0.909,0,0.15,0.394,81.912,4,6.896646132785763
Training Season,Radical Optimism,Dua Lipa,209487,82,pop,0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,4,0.917180014
Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,187957,63,pop,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,4,7.835728952772074
Physical,Future Nostalgia,Dua Lipa,193829,75,pop,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,5.018480492813142
Love Again,Future Nostalgia,Dua Lipa,258004,74,pop,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4,5.018480492813142
Now,Chemistry,Trouble Maker,218697,50,pop,0.694,0.9,2,-3.31,0,0.0393,0.39,4.81e-06,0.27,0.6,117.94,4,11.430527036276523
Converse High,The Most Beautiful Moment in Life Pt.1,BTS,209715,60,pop,0.724,0.793,1,-3.982,1,0.0895,0.0597,0,0.201,0.817,98.003,4,9.930184804928132
pop,pop,HyunA,212244,52,pop,0.84,0.871,10,-4.662,0,0.0639,0.0842,0.00392,0.285,0.767,146.005,4,13.74674880219028
Miniskirt,MINISKIRT,AOA,179808,70,pop,0.758,0.858,5,-2.502,1,0.0464,0.43,0,0.201,0.963,119.992,4,11.211498973305956
The Boys,The Boys - The 3rd Album,Girls' Generation,228880,59,pop,0.885,0.937,1,-0.678,0,0.0898,0.142,0,0.103,0.878,114.974,4,13.456536618754278
Yet To Come,Proof,BTS,193593,68,pop,0.559,0.885,1,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029,4,2.814510609
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),LOVE IN STEREO,"MAX,HUH YUNJIN",173336,66,pop,0.656,0.695,8,-5.295,0,0.103,0.0824,0,0.38,0.589,152.859,4,1.1279945242984257
Life Goes On,BE,BTS,207481,75,pop,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,4.3668720054757015
Run Back To You,Run Back To You,"LAY,Lauv",188750,56,pop,0.925,0.594,10,-5.755,1,0.0454,0.0341,0.00232,0.107,0.885,117.993,4,1.108829568788501
YOU GET ME,With YOU-th,TWICE,153133,52,pop,0.751,0.921,3,-3.284,1,0.0832,0.186,0,0.06,0.893,109.995,4,1.108829568788501
Lie With You,TEN - The 1st Mini Album,TEN,200040,57,pop,0.61,0.805,9,-6.69,1,0.0517,0.232,8.39e-06,0.116,0.784,167.989,4,1.136208076659822
CLASSIC,New Classic,DOLLA,194693,36,pop,0.718,0.891,11,-2.211,1,0.0687,0.0732,0,0.319,0.556,96.011,4,1.377138945927447
Intro,My Everything (Deluxe),Ariana Grande,79840,53,pop,0.447,0.182,6,-12.439,1,0.0324,0.968,3.83e-05,0.327,0.0959,89.601,4,10.614647501711156
bye,eternal sunshine,Ariana Grande,164927,76,pop,0.606,0.645,2,-4.835,0,0.0333,0.204,0,0.14,0.453,110.016,4,1.0704996577686516
don't wanna break up again,eternal sunshine,Ariana Grande,174006,73,pop,0.513,0.73,9,-5.09,0,0.253,0.397,0,0.113,0.574,129.3,5,1.0704996577686516
Saturn Returns Interlude,eternal sunshine,Ariana Grande,42166,66,pop,0.533,0.38,6,-13.588,0,0.107,0.902,0.000281,0.139,0.845,123.316,5,1.0704996577686516
eternal sunshine,eternal sunshine,Ariana Grande,210200,75,pop,0.654,0.503,9,-7.065,1,0.0982,0.533,0,0.101,0.347,160.011,4,1.0704996577686516
supernatural,eternal sunshine,Ariana Grande,163381,75,pop,0.58,0.714,8,-6.924,1,0.117,0.0969,0,0.16,0.522,76.496,4,1.0704996577686516
true story,eternal sunshine,Ariana Grande,163278,70,pop,0.698,0.53,9,-6.136,0,0.086,0.468,7.6e-06,0.313,0.423,137.954,4,1.0704996577686516
the boy is mine,eternal sunshine,Ariana Grande,173639,82,pop,0.795,0.63,7,-5.854,0,0.0434,0.157,0,0.0732,0.447,97.998,4,1.0704996577686516
we can't be friends (wait for your love) – string version,we can't be friends (wait for your love),Ariana Grande,222442,62,pop,0.582,0.285,5,-8.632,1,0.0352,0.855,0,0.0797,0.362,115.857,4,1.0704996577686516
Let Me In,Let Me In,EXO,197533,50,pop,0.549,0.675,1,-4.964,0,0.045,0.461,0,0.171,0.373,84.013,4,1.809719370294319
i wish i hated you,eternal sunshine,Ariana Grande,153633,71,pop,0.561,0.244,7,-9.152,1,0.0328,0.837,0,0.111,0.278,65.418,4,1.0704996577686516
imperfect for you,eternal sunshine,Ariana Grande,182566,71,pop,0.624,0.38,4,-7.426,1,0.0301,0.496,0,0.437,0.251,150.14,3,1.0704996577686516
ordinary things (feat. Nonna),eternal sunshine,"Ariana Grande,Nonna",168500,67,pop,0.702,0.552,6,-8.261,1,0.0647,0.729,0,0.332,0.296,114.991,4,1.0704996577686516
Burning Up (Fire),The Most Beautiful Moment in Life: Young Forever,BTS,203351,68,pop,0.626,0.706,10,-3.201,0,0.0596,0.00225,0,0.122,0.534,99.939,4,8.919917864476385
Serendipity (Full Length Edition),Love Yourself 結 'Answer',BTS,276707,66,pop,0.422,0.578,8,-7.524,1,0.0548,0.443,0,0.231,0.227,128.921,4,6.609171800136893
Cupid,The Beginning,FIFTY FIFTY,174517,67,pop,0.769,0.724,2,-5.388,1,0.0326,0.533,0,0.299,0.905,120.057,4,1.5304585900068446
Garden,LOVE ALL SERVE ALL,Fujii Kaze,229333,61,pop,0.589,0.527,4,-8.332,1,0.0572,0.0932,0.000337,0.104,0.576,138.023,4,3.030800821355236
Seven (feat. Latto) (Explicit Ver.),GOLDEN,"Jung Kook,Latto",183550,82,pop,0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4,1.4154688569472964
Run BTS,Proof,BTS,204939,75,pop,0.724,0.818,8,-3.747,1,0.168,0.0201,0,0.0358,0.696,77.004,4,2.814510609
3D (feat. Jack Harlow),GOLDEN,"Jung Kook,Jack Harlow",201812,77,pop,0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,4,1.4154688569472964
Standing Next to You (USHER Remix),Standing Next to You (USHER Remix),"Jung Kook,USHER",214760,66,pop,0.661,0.823,9,-4.329,0,0.127,0.0536,0,0.369,0.761,105.993,4,1.3388090349075976
Standing Next to You,GOLDEN,Jung Kook,206019,83,pop,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4,1.4154688569472964
Levitating (feat. DaBaby),Future Nostalgia,"Dua Lipa,DaBaby",203064,81,pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,5.018480492813142
dimple,Love Yourself 承 'Her',BTS,196776,68,pop,0.612,0.844,5,-4.694,0,0.0757,0.14,0,0.289,0.652,134.872,4,7.540041067761807
CRAZY,CRAZY,LE SSERAFIM,164554,79,pop,0.802,0.899,11,-2.223,0,0.126,0.00953,0.000291,0.101,0.531,130.047,4,0.5913757700205339
Kiss Me More (feat. SZA),Planet Her,"Doja Cat,SZA",208666,83,r&b,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4,3.7727583846680357
